title,link,no,district,area,price,amount,layout,three
帝华鸿府,https://jn.ke.com/xiaoqu/456950931672105/,456950931672105,历城,唐冶,12780,30,2室2厅:90,False
玉函路,https://jn.ke.com/xiaoqu/4511060557074/,4511060557074,市中,舜玉区,16269,121,1室0厅:31.2,False
金田苑,https://jn.ke.com/xiaoqu/4511058537323/,4511058537323,天桥,泺口,11840,100,3室2厅:106.27,True
黄金山水郡,https://jn.ke.com/xiaoqu/456944331410690/,456944331410690,历下,旅游路,25577,0,3室2厅:158.02,True
中润裕华园,https://jn.ke.com/xiaoqu/4511057971404/,4511057971404,历下,环山,22334,14,3室2厅:119.78,True
阳光100国际新城D区,https://jn.ke.com/xiaoqu/4514916585556935/,4514916585556935,槐荫,阳光100区,19422,32,5室2厅:252.21,False
高尔夫花院,https://jn.ke.com/xiaoqu/4520034528979782/,4520034528979782,历城,王舍人,15771,5,3室1厅:93.59,True
碧桂园翡翠雅郡,https://jn.ke.com/xiaoqu/457353228079386/,457353228079386,历城,经十东路,10805,46,2室2厅:73.68,False
西苑小区二区,https://jn.ke.com/xiaoqu/4511058377285/,4511058377285,天桥,无影山,11861,65,2室2厅:70.54,False
北大时代,https://jn.ke.com/xiaoqu/456945415639812/,456945415639812,天桥,盖家沟,15592,91,2室2厅:89,False
凤凰国际北区,https://jn.ke.com/xiaoqu/4520050926887853/,4520050926887853,历城,经十东路,18529,52,2室1厅:107,False
舜怡佳园,https://jn.ke.com/xiaoqu/4511100904461/,4511100904461,历下,山大路,25518,15,3室2厅:147.89,True
正觉寺小区二区,https://jn.ke.com/xiaoqu/457124330492454/,457124330492454,历下,佛山街,24497,49,3室0厅:60.87,True
春元里小区,https://jn.ke.com/xiaoqu/457012084887078/,457012084887078,市中,经五路,38383,46,1室1厅:43.31,False
山大南院宿舍教工住宅楼,https://jn.ke.com/xiaoqu/4511057950871/,4511057950871,历城,山大路,20914,24,3室1厅:71.18,True
阳光100国际新城H区,https://jn.ke.com/xiaoqu/4514916683599623/,4514916683599623,槐荫,阳光100区,18120,59,2室2厅:81.14,False
新龙家园,https://jn.ke.com/xiaoqu/4511059108256/,4511059108256,历城,七里河,15153,52,2室1厅:67.72,False
恒大绿洲,https://jn.ke.com/xiaoqu/4511059546329/,4511059546329,长清,长清,9311,293,2室2厅:85.25,False
河泰优山美郡,https://jn.ke.com/xiaoqu/456966346265161/,456966346265161,历城,济钢,12418,38,3室1厅:106.89,True
融基御水山庄,https://jn.ke.com/xiaoqu/458396338901092/,458396338901092,槐荫,腊山,12316,46,2室1厅:51.89,False
甸柳二区,https://jn.ke.com/xiaoqu/4511058171992/,4511058171992,历下,甸柳,32352,41,2室0厅:48.02,False
剑桥府邸,https://jn.ke.com/xiaoqu/456943281262392/,456943281262392,槐荫,腊山,13839,27,3室2厅:106.14,True
梦世界润园,https://jn.ke.com/xiaoqu/456962729725260/,456962729725260,槐荫,世购,15141,33,3室2厅:114.8,True
汇馨祥和苑,https://jn.ke.com/xiaoqu/4511057971957/,4511057971957,槐荫,匡山区,12477,62,2室1厅:56.69,False
title,link,no,district,area,price,amount,layout,three
东航宿舍,https://jn.ke.com/xiaoqu/457467454182348/,457467454182348,历城,甸柳,18926,8,2室1厅:69,False
顺河新区,https://jn.ke.com/xiaoqu/4511058946657/,4511058946657,天桥,馆驿街,16222,12,2室1厅:59.47,False
世纪中华城,https://jn.ke.com/xiaoqu/4511060278713/,4511060278713,槐荫,腊山,11138,16,2室1厅:84.14,False
山东省建筑科学研究院,https://jn.ke.com/xiaoqu/4511058365385/,4511058365385,天桥,无影山,14080,12,2室2厅:93.74,False
兴隆家园,https://jn.ke.com/xiaoqu/4511059619450/,4511059619450,市中,领秀城,20479,8,3室2厅:154.63,True
吉尔南苑,https://jn.ke.com/xiaoqu/4511059954450/,4511059954450,槐荫,南辛庄,17509,72,3室1厅:83.14,True
桃园小区北区,https://jn.ke.com/xiaoqu/4511060355623/,4511060355623,槐荫,世购,11191,46,3室1厅:81.1,True
金山花园,https://jn.ke.com/xiaoqu/457102256394837/,457102256394837,市中,二七新村,14493,14,2室2厅:110.51,False
祥泰广场,https://jn.ke.com/xiaoqu/457625200120533/,457625200120533,市中,七里山,12646,38,1室1厅:63.96,False
兴济河小区三区,https://jn.ke.com/xiaoqu/458100695257943/,458100695257943,市中,玉函,13214,25,2室1厅:72,False
山师五宿舍,https://jn.ke.com/xiaoqu/458125498797058/,458125498797058,历下,文化东路,27073,6,,False
明湖小区东区二区,https://jn.ke.com/xiaoqu/4511058181899/,4511058181899,历下,明湖区,24273,28,2室2厅:104.42,False
黄屯小区三区,https://jn.ke.com/xiaoqu/4511058371513/,4511058371513,天桥,长途汽车站,13218,30,2室1厅:64.82,False
林景山庄,https://jn.ke.com/xiaoqu/4511059934538/,4511059934538,历下,凤山路,12376,0,,False
冠宇明苑,https://jn.ke.com/xiaoqu/4511060490882/,4511060490882,市中,建设路,18405,7,3室2厅:131.61,True
碧桂园凤凰城东区,https://jn.ke.com/xiaoqu/4520036511577978/,4520036511577978,章丘,章丘碧桂园,11982,59,3室2厅:124.23,True
明湖天地,https://jn.ke.com/xiaoqu/458098807296924/,458098807296924,历下,东关,20686,25,1室2厅:53.95,False
英雄山路124号,https://jn.ke.com/xiaoqu/4510138689482513/,4510138689482513,市中,七里山,13436,10,3室2厅:100.7,True
体育嘉苑,https://jn.ke.com/xiaoqu/4511057835639/,4511057835639,历下,文化西路,31535,0,,False
山师北街8号院,https://jn.ke.com/xiaoqu/4514575765565840/,4514575765565840,历下,文化东路,46008,5,2室1厅:67.9,False
绿地国际城玫瑰明都,https://jn.ke.com/xiaoqu/4520045263799055/,4520045263799055,市中,二环南路,16283,24,4室2厅:158.2,False
园丁小区(市中区),https://jn.ke.com/xiaoqu/457104628797199/,457104628797199,市中,郎茂山,13272,25,2室1厅:81.42,False
开元圣华山庄,https://jn.ke.com/xiaoqu/457575847317824/,457575847317824,历下,燕山,24087,9,4室3厅:293.25,False
解放路41号,https://jn.ke.com/xiaoqu/457742138101898/,457742138101898,历下,山大路,25851,12,2室1厅:61.39,False
东华园,https://jn.ke.com/xiaoqu/4511058170670/,4511058170670,历下,姚家,21027,9,2室1厅:65.3,False
青龙小区,https://jn.ke.com/xiaoqu/4511060002673/,4511060002673,市中,王官庄,12228,16,3室2厅:133.1,True
经三路46到316号,https://jn.ke.com/xiaoqu/4513464053494543/,4513464053494543,槐荫,西市场,13972,29,1室1厅:55.54,False
北小辛庄东街,https://jn.ke.com/xiaoqu/457553157705105/,457553157705105,槐荫,和谐广场,14211,46,2室1厅:65.54,False
燕山盛世,https://jn.ke.com/xiaoqu/457849749000309/,457849749000309,历下,燕山,27434,12,2室1厅:94.5,False
经十路21800号,https://jn.ke.com/xiaoqu/457851383206502/,457851383206502,市中,八一,17088,14,2室1厅:41.14,False
title,link,no,district,area,price,amount,layout,three
鲁能领秀城中央公园,https://jn.ke.com/xiaoqu/4511059645626/,4511059645626,市中,领秀城,25159,86,2室2厅:89,False
花园小镇,https://jn.ke.com/xiaoqu/456943583776087/,456943583776087,历下,化纤厂路,19653,40,3室2厅:95.97,True
名悦山庄,https://jn.ke.com/xiaoqu/456963263451026/,456963263451026,历下,旅游路,31137,19,3室2厅:128,True
重汽翡翠郡南区,https://jn.ke.com/xiaoqu/4511058068048/,4511058068048,天桥,长途汽车站,21198,222,3室2厅:145.36,True
海尔绿城全运村桂花园,https://jn.ke.com/xiaoqu/4511058967092/,4511058967092,历下,奥体中心,30215,23,4室2厅:141.73,False
中海国际御峰官邸,https://jn.ke.com/xiaoqu/459183846477484/,459183846477484,市中,二环南路,17568,85,2室1厅:94.36,False
鑫苑名家,https://jn.ke.com/xiaoqu/4511059264653/,4511059264653,天桥,水屯,15858,229,3室2厅:143.38,True
盛世名门,https://jn.ke.com/xiaoqu/4511059376780/,4511059376780,天桥,北园大街,15364,113,3室1厅:103.83,True
恒大城二期,https://jn.ke.com/xiaoqu/4520050070080517/,4520050070080517,历城,王舍人,14102,85,3室2厅:108.86,True
鲁能领秀公馆,https://jn.ke.com/xiaoqu/456946510613611/,456946510613611,市中,领秀城,21326,108,4室2厅:165.28,False
三盛国际公园,https://jn.ke.com/xiaoqu/457352383452100/,457352383452100,历城,汉峪,22330,23,2室2厅:91.79,False
中国铁建国际城,https://jn.ke.com/xiaoqu/4511059940287/,4511059940287,历下,茂岭山,26794,9,2室2厅:95.45,False
中海奥龙觀邸,https://jn.ke.com/xiaoqu/4511059559258/,4511059559258,高新,汉峪,27257,79,4室3厅:288,False
恒大名都,https://jn.ke.com/xiaoqu/4511058976297/,4511058976297,历城,唐冶,13719,137,2室1厅:93.63,False
中海国际熙岸东区,https://jn.ke.com/xiaoqu/4511059538600/,4511059538600,市中,二环南路,19168,104,2室2厅:85.17,False
济发泉星,https://jn.ke.com/xiaoqu/4511058394265/,4511058394265,天桥,长途汽车站,15413,121,3室2厅:152.58,True
德润天玺西区,https://jn.ke.com/xiaoqu/456946815224945/,456946815224945,历城,汉峪,21482,40,2室2厅:92,False
官扎营新区,https://jn.ke.com/xiaoqu/457011763498747/,457011763498747,天桥,堤口路,14731,146,3室1厅:91.09,True
海信贤文世家,https://jn.ke.com/xiaoqu/457352893320943/,457352893320943,高新,奥体中路,22108,10,2室1厅:80.59,False
中海国际熙岸西区,https://jn.ke.com/xiaoqu/4511059543543/,4511059543543,市中,二环南路,17811,94,2室2厅:87.06,False
中建国熙台,https://jn.ke.com/xiaoqu/456963497284585/,456963497284585,历下,山大路,27932,24,3室2厅:139.16,True
中海天悦府,https://jn.ke.com/xiaoqu/457349908811599/,457349908811599,高新,齐鲁软件园,22025,34,3室2厅:125.8,True
泰悦赫府,https://jn.ke.com/xiaoqu/4520046520183287/,4520046520183287,历下,化纤厂路,20590,35,2室2厅:91.79,False
西城济水上苑,https://jn.ke.com/xiaoqu/456945011936363/,456945011936363,槐荫,西客站,13513,173,3室2厅:142.08,True
鑫苑碧水尚景,https://jn.ke.com/xiaoqu/4511058408143/,4511058408143,天桥,长途汽车站,17874,46,3室2厅:93.29,True
新生活家园北区,https://jn.ke.com/xiaoqu/457461250281775/,457461250281775,高新,康虹路,18894,84,2室1厅:97.78,False
盛世花城,https://jn.ke.com/xiaoqu/457172307825602/,457172307825602,高新,国际会展中心,17695,59,3室2厅:136,True
华润中央公园,https://jn.ke.com/xiaoqu/4511100788550/,4511100788550,市中,兴隆,20966,116,车位:32.34,False
鲁能康桥,https://jn.ke.com/xiaoqu/4511059152951/,4511059152951,天桥,北园大街,16015,82,3室2厅:120.6,True
外海蝶泉山庄,https://jn.ke.com/xiaoqu/4511059607665/,4511059607665,市中,二环南路,18224,89,2室2厅:92.61,False
title,link,no,district,area,price,amount,layout,three
洄龙小区,https://jn.ke.com/xiaoqu/4511058211620/,4511058211620,历下,旅游路,30332,14,5室2厅:225,False
山化宿舍,https://jn.ke.com/xiaoqu/4511059817331/,4511059817331,天桥,泺口,12166,53,2室1厅:72.52,False
山师东路6号,https://jn.ke.com/xiaoqu/457489696313099/,457489696313099,历下,文化东路,23362,15,3室1厅:86.6,True
汇东香墅里,https://jn.ke.com/xiaoqu/458308335062680/,458308335062680,历下,浆水泉区,26250,10,3室2厅:135,True
舜泽园小区,https://jn.ke.com/xiaoqu/4514375882862191/,4514375882862191,历城,全福区,13790,23,2室1厅:69.1,False
中海国际铂宫别墅,https://jn.ke.com/xiaoqu/4515344722808058/,4515344722808058,市中,二环南路,25854,22,4室2厅:178.95,False
映月清水湾,https://jn.ke.com/xiaoqu/4511059064278/,4511059064278,天桥,长途汽车站,18605,16,2室2厅:92.05,False
梁庄北区,https://jn.ke.com/xiaoqu/457103188841102/,457103188841102,市中,二七新村,14415,31,2室1厅:56,False
青后小区一区,https://jn.ke.com/xiaoqu/457964789584241/,457964789584241,历下,东关,24031,21,2室1厅:48.71,False
力高澜湖郡,https://jn.ke.com/xiaoqu/458957512921799/,458957512921799,天桥,美里湖,13120,37,3室2厅:105.93,True
花样年华小区,https://jn.ke.com/xiaoqu/4511059884122/,4511059884122,天桥,堤口路,15344,22,4室2厅:149,False
东环花园,https://jn.ke.com/xiaoqu/4511057896994/,4511057896994,历城,洪家楼,18204,10,2室1厅:69.27,False
万科海晏门,https://jn.ke.com/xiaoqu/4520021105827908/,4520021105827908,历下,东关,21812,19,2室1厅:62.44,False
南全福南二区,https://jn.ke.com/xiaoqu/4511059048074/,4511059048074,历城,全福区,13844,42,2室2厅:69.88,False
石桥小区,https://jn.ke.com/xiaoqu/4511059385635/,4511059385635,历城,全福区,12326,43,2室1厅:72,False
千佛山西路22号,https://jn.ke.com/xiaoqu/457853066433429/,457853066433429,历下,千佛山,26036,2,3室2厅:97.61,True
航运路999,https://jn.ke.com/xiaoqu/4511059324178/,4511059324178,历城,全福区,13535,37,2室2厅:84.53,False
佛山苑三区,https://jn.ke.com/xiaoqu/4511057864384/,4511057864384,历下,佛山街,21897,41,1室0厅:35.16,False
明福苑,https://jn.ke.com/xiaoqu/4511059163722/,4511059163722,历城,全福区,13591,72,2室2厅:81.72,False
尚品清河二区,https://jn.ke.com/xiaoqu/4511059293052/,4511059293052,天桥,泺口,14948,39,3室2厅:133.6,True
金牛小区,https://jn.ke.com/xiaoqu/4511059706350/,4511059706350,天桥,标山,13089,71,2室1厅:54.67,False
海右重华,https://jn.ke.com/xiaoqu/4511060282714/,4511060282714,槐荫,省立医院,18180,43,1室0厅:30.49,False
绿园小区,https://jn.ke.com/xiaoqu/457443073479633/,457443073479633,槐荫,南辛庄,16292,38,2室0厅:46.38,False
经十西路消防局宿舍,https://jn.ke.com/xiaoqu/457805309826020/,457805309826020,槐荫,世购,14116,13,3室2厅:166,True
三箭瑞福苑三区,https://jn.ke.com/xiaoqu/4511058752086/,4511058752086,市中,南上山街,35174,8,2室1厅:58.12,False
仁爱街,https://jn.ke.com/xiaoqu/4511060285820/,4511060285820,市中,经五路,39223,32,1室1厅:41.16,False
山景御园小区,https://jn.ke.com/xiaoqu/456943825998610/,456943825998610,市中,郎茂山,19020,25,3室2厅:93.66,True
馆驿街小区,https://jn.ke.com/xiaoqu/457009157262721/,457009157262721,市中,馆驿街,16335,39,3室1厅:75.81,True
师东小区,https://jn.ke.com/xiaoqu/457490321526178/,457490321526178,历下,文化东路,22672,28,2室1厅:72.34,False
甸新佳园和平里,https://jn.ke.com/xiaoqu/457622861533260/,457622861533260,历下,甸柳,34351,13,2室1厅:63,False
title,link,no,district,area,price,amount,layout,three
济南万科城,https://jn.ke.com/xiaoqu/456856955408800/,456856955408800,历下,化纤厂路,22618,93,3室2厅:100.82,True
保利华庭,https://jn.ke.com/xiaoqu/456944795930081/,456944795930081,历下,化纤厂路,21843,94,3室2厅:89.59,True
恒大城,https://jn.ke.com/xiaoqu/456941220024322/,456941220024322,历城,王舍人,10924,189,3室2厅:136.66,True
中建锦绣城,https://jn.ke.com/xiaoqu/4511058405784/,4511058405784,槐荫,西客站,14322,261,2室2厅:89.45,False
金科城,https://jn.ke.com/xiaoqu/456944902099793/,456944902099793,槐荫,西客站,14015,141,3室2厅:107.15,True
绿地国际花都,https://jn.ke.com/xiaoqu/4511059872590/,4511059872590,槐荫,腊山,12674,239,2室1厅:90.4,False
高新绿城玉蘭花园,https://jn.ke.com/xiaoqu/457666751253619/,457666751253619,历城,汉峪,26546,34,4室2厅:144,False
中海紫御东郡,https://jn.ke.com/xiaoqu/4511059502199/,4511059502199,历下,盛福,20033,122,2室2厅:79.91,False
鑫苑国际城市花园,https://jn.ke.com/xiaoqu/4511059538446/,4511059538446,高新,国际会展中心,14142,177,2室1厅:76.83,False
鲁能泰山7号,https://jn.ke.com/xiaoqu/4511384355041793/,4511384355041793,历城,唐冶,14105,110,3室2厅:126.39,True
中铁逸都国际,https://jn.ke.com/xiaoqu/457351702924987/,457351702924987,历城,汉峪,18123,120,2室2厅:86.55,False
尚品燕园,https://jn.ke.com/xiaoqu/457602879345583/,457602879345583,历下,盛福,17196,64,2室2厅:86.24,False
泉景天沅,https://jn.ke.com/xiaoqu/4511100770813/,4511100770813,市中,泉景卧龙区,27411,200,1室1厅:70.95,False
恒大雅苑,https://jn.ke.com/xiaoqu/456943331070096/,456943331070096,槐荫,西客站,13649,184,2室1厅:89.53,False
泉城花园,https://jn.ke.com/xiaoqu/4511057917481/,4511057917481,槐荫,匡山区,13554,145,1室1厅:62.66,False
财富中心,https://jn.ke.com/xiaoqu/456946183197491/,456946183197491,历下,银座花园,30826,54,3室2厅:100.88,True
华皓英伦联邦,https://jn.ke.com/xiaoqu/4513198966664202/,4513198966664202,历城,汉峪,23916,40,3室2厅:132.79,True
锦绣泉城,https://jn.ke.com/xiaoqu/458170449153893/,458170449153893,历城,七里河,18471,121,3室1厅:90.25,True
万科新里程,https://jn.ke.com/xiaoqu/456944902099806/,456944902099806,历城,还乡店,16385,81,3室2厅:93.33,True
中新国际城,https://jn.ke.com/xiaoqu/459884842340835/,459884842340835,历城,济钢,13601,71,3室2厅:103,True
华润紫云府,https://jn.ke.com/xiaoqu/456944473493246/,456944473493246,市中,兴隆,18277,160,3室2厅:113.98,True
中海华山珑城,https://jn.ke.com/xiaoqu/456950629421836/,456950629421836,历城,华山,14993,231,3室1厅:110.27,True
龙湖春江郦城,https://jn.ke.com/xiaoqu/4514396908122565/,4514396908122565,历城,建筑大学,16094,46,3室2厅:126,True
绿城百合花园,https://jn.ke.com/xiaoqu/456943980400265/,456943980400265,历下,盛福,22628,73,2室1厅:104.61,False
海尔绿城全运村百合园,https://jn.ke.com/xiaoqu/4511058923318/,4511058923318,历下,奥体中心,29173,44,3室2厅:136.55,True
茗筑美嘉,https://jn.ke.com/xiaoqu/457036833377760/,457036833377760,高新,康虹路,17123,55,2室2厅:97.24,False
鲁能领秀城C区,https://jn.ke.com/xiaoqu/4511059636231/,4511059636231,市中,领秀城,22202,74,3室2厅:131.8,True
明湖白鹭郡,https://jn.ke.com/xiaoqu/457036370431420/,457036370431420,高新,康虹路,16362,63,2室1厅:99,False
绿地城,https://jn.ke.com/xiaoqu/456943980400595/,456943980400595,历城,唐冶,13440,118,3室2厅:116.55,True
万科金域华府,https://jn.ke.com/xiaoqu/456945018753111/,456945018753111,历下,凤山路,19886,65,3室1厅:96.87,True
title,link,no,district,area,price,amount,layout,three
七里堡小区南区,https://jn.ke.com/xiaoqu/4511059102696/,4511059102696,历城,祝甸,14499,72,3室1厅:89.57,True
祥泰森林河湾,https://jn.ke.com/xiaoqu/4511059468500/,4511059468500,历下,化纤厂路,18711,15,3室2厅:120.4,True
